1,ZLCWERUJNFYPOXB,BWUPKLCT,"False,True,True,True,False,False,True,False,False,False,False,True,False,False,True",6,15
2,NVWQKEPRBZACYFL,LWVMA,"False,True,True,False,False,False,False,False,False,False,True,False,False,False,True",4,15
3,ERNQVKHTXPIMJGB,BTQERNK,"True,True,True,True,False,True,False,True,False,False,False,False,False,False,True",7,15
4,NIKEBVMXOYJUHPR,NIKEUXOM,"True,True,True,True,False,False,True,True,True,False,False,True,False,False,False",8,15
5,AUBQFZMRYEVCIXO,OYXMAB,"True,False,True,False,False,False,True,False,True,False,False,False,False,True,True",6,15
6,POIFJNDBGSKULWM,POIWM,"True,True,True,False,False,False,False,False,False,False,False,False,False,True,True",5,15
7,GLQZKWTIUVSNYJP,NYTIU,"False,False,False,False,False,False,True,True,True,False,False,True,True,False,False",5,15
8,IBVKSMOQFDPYHXN,XNOIL,"True,False,False,False,False,False,True,False,False,False,False,False,False,True,True",4,15
9,POLTUQAZWNRHIVF,FHIVA,"False,False,False,False,False,False,True,False,False,False,False,True,True,True,True",5,15
10,TSPMFOGLCIQNHXY,TSPYQMN,"True,True,True,True,False,False,False,False,False,False,True,True,False,False,True",7,15
11,PBAVQLIHOYGXEFZ,ZFEIL,"False,False,False,False,False,True,True,False,False,False,False,False,True,True,True",5,15
12,QYLJOPKXFGUDREH,JOHGF,"False,False,False,True,True,False,False,False,True,True,False,False,False,False,True",5,15
13,FTPXLBCUEYVZOMA,AMYZX,"False,False,False,True,False,False,False,False,False,True,False,True,False,True,True",5,15
14,QWVXZKOUMRJLEBA,GALEUZPXQ,"True,False,False,True,True,False,False,True,False,False,False,True,True,False,True",7,15
15,VNQRWSXFTDLEZIJ,IJTEZ,"False,False,False,False,False,False,False,False,True,False,False,True,True,True,True",5,15
16,DTCZRWLAVOPKXEB,BWLAK,"False,False,False,False,False,True,True,True,False,False,False,True,False,False,True",5,15
17,JZSNGFYCLOXITRK,TIKG,"False,False,False,False,True,False,False,False,False,False,False,True,True,False,True",4,15
18,OLDGSEPUKIMWRAB,OLRGPKIM,"True,True,False,True,False,False,True,False,True,True,True,False,True,False,False",8,15
19,YUWEQGBVIODMJSX,XEBVOMJS,"False,False,False,True,False,False,True,True,False,True,False,True,True,True,True",8,15
20,KPHVBWAZJGMSUDQ,KBHWAS,"True,False,True,False,True,True,True,False,False,False,False,True,False,False,False",6,15
